ccp,HS_GPA,medianIncome,TERM_GPA,Early_alert,Persist,Retained,Scholarship Level_1.0,Scholarship Level_2.0,Scholarship Level_3.0,Scholarship Level_4.0,Scholarship Level_5.0,SEX_M,OBOR_RANK_JR,OBOR_RANK_NU,OBOR_RANK_SO,OBOR_RANK_SR,LIVING_CODE_OTHER
27.0,3.744,57927.0,3.25,0,1,1,0,0,1,0,0,0,0,0,0,0,0
9.0,3.765,76160.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
14.0,3.817,73692.0,3.4,0,1,1,0,0,1,0,0,1,0,1,0,0,1
18.0,4.055,53091.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
9.0,3.358,61977.0,4.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
6.0,3.411,87422.0,2.45,1,1,1,0,0,1,0,0,0,0,0,0,0,0
16.0,4.115,76763.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6.0,3.566,70563.0,1.85,1,1,1,0,0,1,0,0,0,0,0,0,0,0
41.0,4.07,76153.0,3.0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
0.0,3.474,83336.0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
0.0,3.024,41411.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
28.0,3.808,51071.0,3.25,0,1,1,0,0,1,0,0,0,0,0,1,0,0
11.0,3.536,70761.0,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.817,63658.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
0.0,3.39,27629.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
19.0,3.838,96524.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
24.0,3.955,114894.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6.0,3.829,77500.0,3.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
53.0,3.875,51409.0,4.0,0,1,1,0,0,1,0,0,1,0,0,1,0,1
117.0,3.77,90906.0,2.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
31.0,3.483,65432.0,3.43,0,1,1,0,0,1,0,0,0,0,1,0,0,1
29.0,3.636,34292.0,2.0,1,1,1,0,0,1,0,0,1,0,0,1,0,1
21.0,3.588,86250.0,2.75,1,1,1,0,0,1,0,0,1,0,0,0,0,1
18.0,3.798,38583.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
15.0,3.854,87537.0,3.31,0,1,1,0,0,1,0,0,1,0,0,0,0,1
20.0,3.028,80105.0,1.38,1,0,0,0,0,1,0,0,1,0,0,0,0,1
36.0,3.648,65407.0,4.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
24.0,3.28,56578.0,2.21,0,1,1,0,0,1,0,0,0,0,1,0,0,1
0.0,3.434,54578.0,1.25,0,0,1,0,0,1,0,0,0,0,0,0,0,1
24.0,3.244,89932.0,3.5,0,1,1,0,0,1,0,0,0,0,1,0,0,1
9.0,3.373,66856.0,3.79,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.726,86932.0,3.5,0,1,1,0,0,1,0,0,1,0,0,0,0,0
18.0,3.746,59632.0,0.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
27.0,3.694,45160.0,1.23,1,0,0,0,0,1,0,0,0,0,0,1,0,1
26.0,3.645,79307.0,3.8,0,1,1,0,0,1,0,0,0,0,0,0,0,1
15.0,3.547,70313.0,0.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
16.0,3.604,37839.0,3.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
9.0,3.972,75864.0,4.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
18.0,3.66,63366.0,2.5,0,1,1,0,0,1,0,0,1,0,1,0,0,1
38.0,3.951,53763.0,3.44,0,1,1,0,0,1,0,0,1,0,0,1,0,1
38.0,3.563,128726.0,3.63,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.0,3.75,40419.0,3.77,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.237,66274.0,3.17,1,1,1,0,0,1,0,0,1,0,0,0,0,0
12.0,3.947,48681.0,2.67,0,1,1,0,0,1,0,0,0,0,0,0,0,0
9.0,3.937,57157.0,3.33,0,1,1,0,0,1,0,0,0,0,0,0,0,0
20.0,3.653,53881.0,2.38,1,1,1,0,0,1,0,0,0,0,0,0,0,0
19.0,3.796,77004.0,4.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
3.0,3.659,67585.0,3.07,0,1,1,0,0,1,0,0,0,0,0,0,0,1
29.0,3.34,51610.0,2.75,1,1,1,0,0,1,0,0,1,0,0,0,0,1
3.0,4.056,99711.0,3.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
34.0,3.818,61835.0,4.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
20.0,3.805,77241.0,3.67,0,1,1,0,0,1,0,0,0,0,0,0,0,1
30.0,3.769,27144.0,4.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
19.0,3.958,65139.0,0.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
12.0,3.668,70421.0,0.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
34.0,3.944,68715.0,4.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
21.0,3.277,78763.0,4.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
10.0,3.4719294297574828,77177.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13.0,3.751,62320.0,3.79,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6.0,3.65,77212.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
6.0,3.542,70181.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.0,3.61,66126.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
32.0,3.891,63251.0,4.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
25.0,3.9,73130.0,3.75,0,1,1,0,0,1,0,0,1,0,0,0,0,0
6.0,3.94,52323.0,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
9.0,3.858,57369.0,3.63,1,1,1,0,0,1,0,0,0,0,0,0,0,0
23.0,3.722,68081.0,3.46,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6.0,3.636,76709.0,3.25,0,1,1,0,0,1,0,0,0,0,0,0,0,0
23.0,3.822,69132.0,3.29,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15.0,3.753,55275.0,2.5,0,1,1,0,0,1,0,0,0,0,1,0,0,1
9.0,3.623,57004.0,3.2,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6.0,3.611,74009.0,3.25,0,1,1,0,0,1,0,0,1,0,0,0,0,0
61.0,3.609,103417.0,3.8,0,1,1,0,0,1,0,0,1,1,0,0,0,0
0.0,3.267,52670.0,3.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
9.0,3.479,73076.0,3.25,0,1,1,0,0,1,0,0,1,0,0,0,0,0
16.0,3.694,67975.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,3.377,105022.0,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1
11.0,3.837,55152.0,3.5,0,1,1,0,0,1,0,0,0,0,0,0,0,1
3.0,3.593,105542.0,3.2,0,1,1,0,0,1,0,0,0,0,0,0,0,0
16.0,3.7,77688.0,3.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
25.0,3.432,75721.0,2.69,1,1,1,0,0,1,0,0,1,0,0,0,0,0
9.0,3.853,75065.0,3.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
6.0,3.843,78665.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
23.0,3.559,75965.0,3.57,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.415,76549.0,1.75,1,1,1,0,0,1,0,0,1,0,0,0,0,1
5.0,3.65,65562.0,2.71,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0.0,3.704,62226.0,3.6,0,1,1,0,0,1,0,0,0,0,0,0,0,1
19.0,3.522,52853.0,0.0,1,1,1,0,0,1,0,0,0,0,1,0,0,1
12.0,3.744,66885.0,3.82,0,1,1,0,0,1,0,0,1,0,0,0,0,0
10.0,3.064,83029.0,1.1,1,1,1,0,0,1,0,0,1,0,0,0,0,1
34.0,4.181,71615.0,3.4,0,1,1,0,0,1,0,0,0,0,0,1,0,0
5.0,3.616,32343.0,3.18,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.74,76369.0,3.77,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10.0,3.923,76372.0,3.5,0,1,1,0,0,1,0,0,1,0,0,0,0,1
12.0,3.351,103160.0,3.8,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6.0,3.939,61842.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
8.0,3.721,44559.0,3.36,0,1,1,0,0,1,0,0,0,0,0,0,0,1
6.0,3.296,63637.0,3.08,0,1,1,0,0,1,0,0,0,0,0,0,0,1
6.0,3.909,85799.0,3.73,0,1,1,0,0,1,0,0,0,0,0,0,0,1
12.0,3.852,39927.0,3.64,0,1,1,0,0,1,0,0,0,0,0,0,0,0
28.0,3.529,82759.0,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
9.0,3.526,62516.0,3.56,1,1,0,0,0,1,0,0,1,0,0,0,0,1
9.0,3.679,84834.0,3.31,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0.0,3.714,49426.0,3.27,0,1,1,0,0,1,0,0,0,0,0,0,0,0
12.0,3.85,56588.0,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.848,59320.0,3.6,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.705,68517.0,3.5,0,1,1,0,0,1,0,0,1,0,0,0,0,0
11.0,3.532,83718.0,2.83,1,1,1,0,0,1,0,0,0,0,0,0,0,1
23.0,3.402,52527.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
12.0,3.905,84822.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.532,92671.0,2.36,0,1,1,0,0,1,0,0,0,0,0,0,0,0
19.0,3.529,70048.0,3.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.557,143109.0,2.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0
15.0,3.67,80821.0,2.29,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.317,78260.0,3.8,0,1,1,0,0,1,0,0,1,0,0,0,0,0
3.0,3.387,46460.0,3.5,0,0,0,0,0,1,0,0,1,0,0,0,0,1
10.0,3.722,79196.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.641,91834.0,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
26.0,3.65,67546.0,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
35.0,3.485,49347.0,3.5,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.0,3.472,78569.0,3.25,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.214,63496.0,3.56,1,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.726,64486.0,3.59,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12.0,3.275,55923.0,3.44,0,1,1,0,0,1,0,0,0,0,0,0,0,0
7.0,3.657,91852.0,3.4,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.638,64003.0,3.69,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6.0,3.908,56309.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
22.0,3.411,62871.0,3.67,0,1,1,0,0,1,0,0,1,0,0,0,0,0
19.0,3.725,63164.0,4.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
12.0,3.609,77890.0,3.82,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6.0,3.729,60087.0,2.88,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.705,56481.0,3.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,3.36,70854.0,3.64,1,1,1,0,0,1,0,0,1,0,0,0,0,0
3.0,2.921,63991.0,0.25,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,3.684,101492.0,3.69,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.2,104114.0,3.6,0,1,1,0,0,1,0,0,0,0,0,0,0,0
9.0,3.847,88502.0,3.5,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.95,56636.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
41.0,3.956,60743.0,3.0,1,1,1,0,0,1,0,0,1,0,1,0,0,1
19.0,3.56,70200.0,2.77,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.805,42102.0,3.23,1,1,1,0,0,1,0,0,1,0,0,0,0,0
3.0,3.884,57361.0,3.67,1,1,1,0,0,1,0,0,1,0,0,0,0,0
21.0,3.446,47093.0,3.67,0,1,1,0,0,1,0,0,0,0,0,0,0,0
15.0,3.75,64830.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.642,73641.0,2.25,1,1,1,0,0,1,0,0,1,0,0,0,0,0
7.0,3.473,90619.0,3.47,0,1,1,0,0,1,0,0,1,0,0,0,0,0
9.0,3.937,76601.0,3.73,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8.0,3.464,100301.0,3.31,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.837,85513.0,3.8,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0.0,3.27,112766.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.942,121368.0,3.63,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.672,141140.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
9.0,3.558,25919.0,0.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
43.0,3.106,57126.0,2.75,0,1,1,0,0,1,0,0,0,0,0,1,0,0
8.0,3.49,78059.0,3.67,0,1,1,0,0,1,0,0,1,0,0,0,0,0
3.0,3.849,112515.0,3.57,0,1,1,0,0,1,0,0,0,0,0,0,0,0
15.0,3.583,83056.0,2.22,0,1,1,0,0,1,0,0,0,0,0,0,0,0
18.0,3.511,173772.0,3.5,0,1,1,0,0,1,0,0,1,0,0,0,0,0
18.0,3.834,175022.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.711,78316.0,3.09,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6.0,3.538,99830.0,3.36,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.755,60908.0,3.54,0,1,1,0,0,1,0,0,0,0,0,0,0,0
18.0,3.661,107199.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
59.0,3.429,72691.0,3.2,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0.0,3.436,103471.0,3.09,1,1,1,0,0,1,0,0,0,0,0,0,0,0
6.0,3.104,31269.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
21.0,4.12,45586.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,2.925,106364.0,2.93,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.7,62583.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.594,90095.0,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.846,70772.0,2.93,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.695,62248.0,3.5,0,1,1,0,0,1,0,0,1,0,0,0,0,1
4.0,3.536,61421.0,3.25,0,1,1,0,0,1,0,0,1,0,0,0,0,0
3.0,3.716,129728.0,2.53,0,1,1,0,0,1,0,0,0,0,0,0,0,0
30.0,3.143,51201.0,4.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.0,3.651,46212.0,3.82,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.859,52764.0,3.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
0.0,3.053,110002.0,3.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.718,76763.0,3.22,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.083,101590.0,3.08,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.54,36714.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6.0,3.75,111059.0,3.25,0,1,1,0,0,1,0,0,1,0,0,0,0,0
9.0,3.423,93053.0,2.71,1,1,1,0,0,1,0,0,1,0,0,0,0,0
12.0,3.72,36027.0,0.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
18.0,3.281,71273.0,3.07,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.4,38941.0,3.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.523,39226.0,3.67,0,1,1,0,0,1,0,0,0,0,0,0,0,0
14.0,3.677,93519.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
13.0,3.796,67709.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
28.0,4.003,36585.0,2.81,0,1,1,0,0,1,0,0,0,0,0,0,0,1
16.0,3.737,37374.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
44.0,3.897,91335.0,4.0,0,1,1,0,0,1,0,0,1,0,0,1,0,1
8.0,3.698,101525.0,3.67,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.727,70810.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.898,112417.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
24.0,3.781,58411.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.603,73258.0,3.73,0,1,1,0,0,1,0,0,0,0,0,0,0,0
17.0,3.371,57170.0,3.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
10.0,3.698,154652.0,4.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.749,52521.0,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.392,77503.0,3.67,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.465,53761.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,4.2,100000.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
13.0,3.197,43017.0,1.93,0,1,1,0,0,1,0,0,1,0,0,0,0,0
9.0,3.76,53387.0,3.6,0,1,1,0,0,1,0,0,0,0,0,0,0,0
7.0,3.95,186921.0,3.29,1,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.5,59301.0,3.08,1,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.37,77591.0,3.83,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.875,48392.0,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.833,64493.0,3.67,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.472,71996.0,4.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
12.0,3.885,71996.0,3.45,0,1,1,0,0,1,0,0,0,0,0,0,0,0
18.0,3.561,58295.0,3.07,1,1,1,0,0,1,0,0,0,0,0,0,0,0
28.0,3.91,58589.0,3.4,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.0,3.559,77527.0,3.5,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.71,66386.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.507,55026.0,2.6,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.45,46820.0,3.54,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.428,54873.0,3.33,0,1,1,0,0,1,0,0,0,0,0,0,0,0
12.0,3.7,76995.0,3.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
24.0,3.17,65307.0,3.25,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.69,113202.0,3.5,0,1,1,0,0,1,0,0,0,0,0,0,0,0
5.0,3.663,95799.0,3.38,0,1,1,0,0,1,0,0,0,0,0,0,0,0
9.0,3.738,49157.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.803,84938.0,3.38,0,1,1,0,0,1,0,0,0,0,0,0,0,0
9.0,3.5,87726.0,3.55,1,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.889,110023.0,3.5,0,1,1,0,0,1,0,0,0,0,0,0,0,0
12.0,3.803,113262.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
5.0,3.28,64524.0,3.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.846,57975.0,3.5,1,1,1,0,0,1,0,0,0,0,0,0,0,0
19.0,3.4,62431.0,3.58,0,1,1,0,0,1,0,0,1,0,0,0,0,1
33.0,3.721,74346.0,2.6,0,1,1,0,0,1,0,0,1,0,0,1,0,0
11.0,3.367,73648.0,4.0,1,1,1,0,0,1,0,0,0,0,1,0,0,1
0.0,3.533,136542.0,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
12.0,3.6,101203.0,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.93,114323.0,3.58,0,1,1,0,0,1,0,0,1,0,0,0,0,0
5.0,4.25,46555.0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,3.943,69737.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
10.0,3.413,63059.0,3.07,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.506,155801.0,2.57,1,1,1,0,0,1,0,0,0,0,0,0,0,0
13.0,3.354,104060.0,3.5,0,1,1,0,0,1,0,0,1,0,0,0,0,0
12.0,3.292,52641.0,0.36,0,1,0,0,0,1,0,0,1,0,0,0,0,0
22.0,3.53,101056.0,3.4,1,1,1,0,0,1,0,0,1,0,0,0,0,0
9.0,3.683,83946.0,3.17,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.619,60997.0,3.25,0,1,1,0,0,1,0,0,0,0,0,0,0,0
14.0,3.724,105529.0,2.77,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.303,131876.0,3.5,0,1,1,0,0,1,0,0,0,0,0,0,0,0
23.07,3.652,76578.0,2.4,0,1,1,0,0,1,0,0,1,0,0,0,0,0
26.0,3.529,60703.0,3.21,0,1,1,0,0,1,0,0,0,0,0,0,0,0
4.0,3.4719294297574828,118907.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29.0,3.85,90056.0,3.6,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.827,51610.0,3.11,0,1,1,0,0,1,0,0,0,0,0,0,0,1
0.0,3.459,156185.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,4.07,138277.0,3.24,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.385,47051.0,1.36,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,3.396,81748.0,3.9,0,1,1,0,0,1,0,0,1,0,0,0,0,0
3.0,3.56,101570.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
34.0,3.47,55458.0,3.27,0,1,1,0,0,1,0,0,0,0,0,1,0,0
0.0,3.046,133890.0,2.33,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.76,102893.0,3.77,0,1,1,0,0,1,0,0,0,0,0,0,0,0
7.0,3.743,78483.0,3.71,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6.0,3.713,199258.0,3.31,0,1,1,0,0,1,0,0,0,0,0,0,0,0
7.0,3.717,49071.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.774,66340.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
28.0,3.648,84243.0,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.832,102405.0,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
24.0,3.745,37662.0,3.82,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.4,34909.0,1.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0
12.0,3.237,137287.0,2.78,0,1,1,0,0,1,0,0,0,0,0,0,0,0
17.0,3.89,50941.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.5,63438.0,3.6,0,1,1,0,0,1,0,0,0,0,0,0,0,0
14.0,3.695,65392.0,3.67,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.558,62655.0,3.65,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.4719294297574828,67988.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,3.256,89653.0,2.36,1,1,1,0,0,1,0,0,1,0,0,0,0,0
18.0,3.381,112788.0,3.2,0,1,1,0,0,1,0,0,1,0,0,0,0,0
7.0,3.59,44316.0,3.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.916,35124.0,3.75,0,1,1,0,0,1,0,0,0,0,0,0,0,0
27.0,3.67,80178.0,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,3.743,51358.0,3.33,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.663,57360.0,3.14,0,1,1,0,0,1,0,0,0,0,0,0,0,0
29.0,3.562,61720.0,3.06,1,1,1,0,0,1,0,0,0,0,0,1,0,0
62.5,3.374,107620.0,3.8,0,1,1,0,0,1,0,0,0,1,0,0,0,0
21.5,3.4719294297574828,51820.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22.0,3.475,101652.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.61,111051.0,3.63,0,1,1,0,0,1,0,0,0,0,0,0,0,0
11.0,3.694,56517.0,3.54,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.797,110948.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.954,78241.0,3.79,0,1,1,0,0,1,0,0,0,0,0,0,0,1
0.0,3.524,116769.0,3.38,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.318,134559.0,2.5,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.843,67885.0,3.5,0,1,1,0,0,1,0,0,0,0,0,0,0,0
7.0,3.323,52455.0,1.38,0,1,0,0,0,1,0,0,0,0,0,0,0,0
27.0,3.823,60000.0,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.963,82083.0,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
9.0,3.719,71840.0,3.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.904,55771.0,3.17,0,1,1,0,0,1,0,0,0,0,0,0,0,0
34.0,3.299,57734.0,3.47,0,1,1,0,0,1,0,0,1,0,0,1,0,0
6.0,3.853,81956.0,3.4,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6.0,3.683,56760.0,3.25,1,1,1,0,0,1,0,0,0,0,0,0,0,0
3.0,3.433,60976.0,3.73,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,3.078,62328.0,2.75,0,1,1,0,0,1,0,0,1,0,0,0,0,0
11.0,3.705,108962.0,3.73,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6.0,3.306,85565.0,3.53,0,1,1,0,0,1,0,0,1,0,0,0,0,0
6.0,3.37,70454.0,3.43,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0.0,3.435,30467.0,2.5,0,1,0,0,0,1,0,0,0,0,0,0,0,1
